matricula_aluno,nome_aluno,codigo_instituicao,nome_instituicao,sexo_aluno,id_curso,nome_curso,turno_curso,turma_aluno,periodo_inicial_aluno,codigo_departamento,nome_departamento
20251LLPAD21409,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20356,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD22529,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20211LLPAD21667,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20251LLPAD21395,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD21883,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LIMATN0070,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2025/1,,
2018119520056,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2018/1,,
20241GEM0072,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2024/1,,
20182LLPAD20373,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2018/2,,
20251LLPAD21964,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20232LLPAD20610,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2023/2,,
20231LLPAD20183,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20251LIMATN0312,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2025/1,,
20221GEM0532,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2022/1,,
20251ESA0113,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2025/1,,
20211LIMATN0023,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2021/1,,
20221ESA0010,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2022/1,,
20251LLPAD20542,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20941,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20181GEM0381,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2018/1,,
20201GEM0024,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2020/1,,
20182LLPAD20195,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2018/2,,
20231LLPAD22399,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20221LLP0261,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2022/1,,
20231LIMATN0239,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2023/1,,
20251LLPAD22600,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
2019119520313,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2019/1,,
20211LLPAD20032,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20211LLPAD21357,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20251LLPAD21182,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20211ENGCIV0046,,,Campus Vitória,F,,Engenharia Civil,Integral,,2021/1,,
2025119520024,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2025/1,,
20221GEM0400,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2022/1,,
2019119520372,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2019/1,,
20251LLPAD21840,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20211ESA0035,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2021/1,,
20241ENGCIV0096,,,Campus Vitória,F,,Engenharia Civil,Integral,,2024/1,,
20212LIMATN0012,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2021/2,,
20212ENGCIV0019,,,Campus Vitória,F,,Engenharia Civil,Matutino,,2021/2,,
20241LIMATN0197,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2024/1,,
20232LLPAD20296,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/2,,
20231LLPAD20680,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20241ENGCIV0380,,,Campus Vitória,F,,Engenharia Civil,Integral,,2024/1,,
20211LLPAD20270,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20251LLPAD21298,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20267,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20593,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20211ENGCIV0321,,,Campus Vitória,F,,Engenharia Civil,Integral,,2021/1,,
20251LLP0046,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20242ESA0025,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2024/2,,
20251LLP0216,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20251LLPAD23193,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
2022119520232,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2022/1,,
20251LLPAD21034,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20221ENGCIV0026,,,Campus Vitória,F,,Engenharia Civil,Integral,,2022/1,,
20231ESA0110,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2023/1,,
20251LIMATN0177,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2025/1,,
20201ESA0017,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2020/1,,
20181ESA0013,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2018/1,,
20181ESA0021,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2018/1,,
20251LLPAD20429,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20231LLP0328,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2023/1,,
20181LIMATN0235,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2018/1,,
20241LLPAD20015,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2024/1,,
20251LLPAD20984,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20171LLPAD20787,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/1,,
20231LLPAD22909,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20172LLPAD20989,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/2,,
20232LISL0170,,,Campus Vitória,F,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2023/2,,
20222LISL0023,,,Campus Vitória,F,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2022/2,,
20251LLPAD21190,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD21654,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD21069,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD22472,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20231LLPAD20345,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20231LLP0468,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2023/1,,
20251LLPAD21751,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20925,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLP0313,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20221ESA0029,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2022/1,,
20171LLPAD20191,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/1,,
20251LIMATN0320,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2025/1,,
20251LLPAD22847,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20241ENGCIV0444,,,Campus Vitória,M,,Engenharia Civil,Integral,,2024/1,,
20251LLPAD20690,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20191LLP0126,,,Campus Vitória,M,,Licenciatura em Letras,Noturno,,2019/1,,
20172EN20039,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2017/2,,
20211ENGCIV0054,,,Campus Vitória,M,,Engenharia Civil,Integral,,2021/1,,
20251GEM0333,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2025/1,,
20191EN20137,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2019/1,,
2017119520023,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2017/1,,
20251LLPAD22073,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20251EN20049,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2025/1,,
20251LLPAD20500,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20211LLPAD21993,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20211LLP0022,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2021/1,,
20211LLPAD21381,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20251LLPAD20240,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20221LLP0059,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2022/1,,
20211LLP0316,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2021/1,,
20231LLPAD22917,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20231LLPAD20353,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20221LIMATN0020,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2022/1,,
20251ENGCIV0378,,,Campus Vitória,F,,Engenharia Civil,Integral,,2025/1,,
20221LLPAD20020,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2022/1,,
20231LLPAD21775,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20251LLPAD21921,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD21727,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20231LLPAD21198,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20242GEM0016,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2024/2,,
20231EN20193,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2023/1,,
20231GEM0046,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2023/1,,
20241ESA0022,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2024/1,,
20251LLP0097,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20221LLP0067,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2022/1,,
20251LLP0070,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
2020119520015,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2020/1,,
20212LLP0068,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2021/2,,
20231LLP0301,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2023/1,,
20251ENGCIV0386,,,Campus Vitória,F,,Engenharia Civil,Integral,,2025/1,,
20241LLP0087,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2024/1,,
20251ESA0180,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2025/1,,
2022119520011,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2022/1,,
20231LLPAD21554,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
2021119520250,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2021/1,,
20171ESA0410,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2017/1,,
20251LLP0321,,,Campus Vitória,M,,Licenciatura em Letras,Noturno,,2025/1,,
20231LLPAD20370,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2023/1,,
20241ENGCIV0258,,,Campus Vitória,M,,Engenharia Civil,Integral,,2024/1,,
20182LLPAD20055,,,Campus Vitória,M,,Licenciatura em Letras Português,Integral,,2018/2,,
20232LLPAD20016,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2023/2,,
20192GEM0025,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2019/2,,
20251GEM0244,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2025/1,,
20241ENGCIV0266,,,Campus Vitória,M,,Engenharia Civil,Integral,,2024/1,,
2025119520105,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2025/1,,
20241ESA0030,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2024/1,,
20211LIMATN0058,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2021/1,,
20211LLPAD20474,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20222LISL0252,,,Campus Vitória,M,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2022/2,,
20241GEM0080,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2024/1,,
20201EN20341,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2020/1,,
20171EN20338,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2017/1,,
2021119520013,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2021/1,,
2025119520032,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2025/1,,
20251GEM0430,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2025/1,,
20251LLPAD21808,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20211ESA0205,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2021/1,,
20201LIMATN0230,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2020/1,,
2021119520021,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2021/1,,
20201ESA0246,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2020/1,,
2025119520067,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2025/1,,
20251EN20294,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2025/1,,
20232LISL0250,,,Campus Vitória,M,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2023/2,,
20241GEM0099,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2024/1,,
20241LIMATN0170,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2024/1,,
20241EN20047,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2024/1,,
20221GEM0494,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2022/1,,
20211GEM0123,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2021/1,,
20241LIMATN0030,,,Campus Vitória,F,,Licenciatura em Matemática - Noturno,Noturno,,2024/1,,
20241GEM0102,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2024/1,,
20251LLPAD20186,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20251EN20308,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2025/1,,
20211LLPAD22256,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20251LLPAD20895,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20242GEM0032,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2024/2,,
20242LLPAD20020,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2024/2,,
20201ESA0033,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2020/1,,
20191EN20358,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2019/1,,
20241EN20349,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2024/1,,
20251ENGCIV0114,,,Campus Vitória,F,,Engenharia Civil,Integral,,2025/1,,
20251ENGCIV0068,,,Campus Vitória,F,,Engenharia Civil,Integral,,2025/1,,
20221GEM0516,,,Campus Vitória,F,,Engenharia Mecânica,Integral,,2022/1,,
20251LLP0135,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20221ENGCIV0395,,,Campus Vitória,F,,Engenharia Civil,Integral,,2022/1,,
20231ESA0179,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2023/1,,
20231ENGCIV0286,,,Campus Vitória,F,,Engenharia Civil,Integral,,2023/1,,
20211LLP0049,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2021/1,,
20212LLPAD20595,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/2,,
20221ENGCIV0034,,,Campus Vitória,F,,Engenharia Civil,Integral,,2022/1,,
20161ESA0176,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2016/1,,
20241GEM0110,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2024/1,,
20211ESA0051,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2021/1,,
20221GEM0044,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2022/1,,
20251LLPAD22421,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20011,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20211LLPAD20369,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20221ESA0037,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2022/1,,
20172LLPAD22965,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/2,,
2022119520020,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2022/1,,
20171EN20451,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2017/1,,
20251LLP0330,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20201ENGCIV0449,,,Campus Vitória,F,,Engenharia Civil,Integral,,2020/1,,
20232LISL0269,,,Campus Vitória,F,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2023/2,,
20211ENGCIV0097,,,Campus Vitória,F,,Engenharia Civil,Integral,,2021/1,,
20251LLP0348,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
20242LLPAD20047,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2024/2,,
20231ESA0012,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2023/1,,
20241ESA0235,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2024/1,,
20221ESA0045,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2022/1,,
20191LIMATN0037,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2019/1,,
20231LLP0018,,,Campus Vitória,M,,Licenciatura em Letras,Noturno,,2023/1,,
20231GEM0275,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2023/1,,
20242ENGCIV0018,,,Campus Vitória,M,,Engenharia Civil,Integral,,2024/2,,
20171GEM0347,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2017/1,,
20251LLPAD21018,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20231ENGCIV0120,,,Campus Vitória,M,,Engenharia Civil,Integral,,2023/1,,
20211LLPAD21390,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20161EN20301,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2016/1,,
20161EN20042,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2016/1,,
20231LLP0050,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2023/1,,
20231LLPAD22895,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20251LLPAD22596,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20171LLPAD20078,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/1,,
20201ESA0173,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2020/1,,
20232LLPAD20423,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/2,,
20222LLP0019,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2022/2,,
20191ESA0139,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2019/1,,
2021119520030,,,Campus Vitória,F,,Engenharia Metalúrgica - CH Comp 200,Integral,,2021/1,,
20191ESA0015,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2019/1,,
20231LLPAD20051,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20191LLP0410,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2019/1,,
20221GEM0052,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2022/1,,
2025119520113,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2025/1,,
20181EN20399,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2018/1,,
20211GEM0115,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2021/1,,
20211ENGCIV0348,,,Campus Vitória,M,,Engenharia Civil,Integral,,2021/1,,
20231EN20037,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2023/1,,
20251LLPAD20550,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20251GEM0341,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2025/1,,
20221LIMATN0038,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2022/1,,
20221ESA0240,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2022/1,,
20211ENGCIV0259,,,Campus Vitória,M,,Engenharia Civil,Integral,,2021/1,,
20251LLPAD22120,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20221GEM0389,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2022/1,,
20201GEM0059,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2020/1,,
20241ENGCIV0037,,,Campus Vitória,M,,Engenharia Civil,Integral,,2024/1,,
20211ENGCIV0356,,,Campus Vitória,M,,Engenharia Civil,Integral,,2021/1,,
20251ESA0334,,,Campus Vitória,M,,Engenharia Sanitária e Ambiental,Integral,,2025/1,,
20221GEM0060,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2022/1,,
20251LLPAD21697,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20161EN20123,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2016/1,,
20221GEM0079,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2022/1,,
20231ESA0187,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2023/1,,
20251GEM0350,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2025/1,,
2025119520202,,,Campus Vitória,M,,Engenharia Metalúrgica - CH Comp 200,Integral,,2025/1,,
20241EN20055,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2024/1,,
20231LLPAD20710,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20181ESA0323,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2018/1,,
20231ENGCIV0456,,,Campus Vitória,F,,Engenharia Civil,Integral,,2023/1,,
20211LLPAD22922,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20251LLPAD20720,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20172LLPAD22523,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/2,,
20182LLPAD20136,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2018/2,,
20201ESA0211,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2020/1,,
20251LLPAD21824,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20231LIMATN0204,,,Campus Vitória,M,,Licenciatura em Matemática - Noturno,Noturno,,2023/1,,
20251GEM0368,,,Campus Vitória,M,,Engenharia Mecânica,Integral,,2025/1,,
20211EN20041,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2021/1,,
20211EN20050,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2021/1,,
20221EN20019,,,Campus Vitória,M,,Engenharia Elétrica,Integral,,2022/1,,
20211LLPAD21330,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2021/1,,
20211LLPAD22442,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2021/1,,
20232LISL0110,,,Campus Vitória,M,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2023/2,,
20212LLPAD20609,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2021/2,,
20231LLPAD22321,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20221ENGCIV0379,,,Campus Vitória,F,,Engenharia Civil,Integral,,2022/1,,
20231ESA0136,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2023/1,,
20222LISL0040,,,Campus Vitória,F,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2022/2,,
20231ENGCIV0308,,,Campus Vitória,F,,Engenharia Civil,Integral,,2023/1,,
20201EN20422,,,Campus Vitória,F,,Engenharia Elétrica,Integral,,2020/1,,
20251LLPAD21565,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD22871,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20231ENGCIV0243,,,Campus Vitória,F,,Engenharia Civil,Integral,,2023/1,,
20211ENGCIV0453,,,Campus Vitória,F,,Engenharia Civil,Integral,,2021/1,,
20172LLPAD20920,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2017/2,,
20131ESA0383,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2013/1,,
20221ESA0355,,,Campus Vitória,F,,Engenharia Sanitária e Ambiental,Integral,,2022/1,,
20201LLPAD20044,,,Campus Vitória,F,,Licenciatura em Letras Português,Integral,,2020/1,,
20251LLPAD20640,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251ENGCIV0203,,,Campus Vitória,M,,Engenharia Civil,Integral,,2025/1,,
20251LLP0275,,,Campus Vitória,F,,Licenciatura em Letras,Integral,,2025/1,,
20232LISL0153,,,Campus Vitória,M,,Letras Inglês - Segunda Licenciatura - Integral,Integral,,2023/2,,
20251LLPAD23053,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2025/1,,
20231LLPAD22402,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,,2023/1,,
20231LLPAD23069,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20251LLPAD21328,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2025/1,,
20251LLPAD20330,,,Campus Vitória,M,,Licenciatura em Letras Português,EAD,20251.LLPAD2.1AC,2025/1,,
20211LLPAD20547,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2021/1,,
20231LLPAD21570,,,Campus Vitória,F,,Licenciatura em Letras Português,EAD,,2023/1,,
20231LLP0409,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2023/1,,
20251LLP0178,,,Campus Vitória,F,,Licenciatura em Letras,Noturno,,2025/1,,
