matricula_aluno,nome_aluno,codigo_instituicao,nome_instituicao,sexo_aluno,id_curso,nome_curso,turno_curso,turma_aluno,periodo_inicial_aluno,codigo_departamento,nome_departamento
20251ECON0150,,,Campus Cariacica,F,,Bacharelado em Ciências Econômicas,Noturno,20251.ECON.1N,2025/1,,
20231FISIC0235,,,Campus Cariacica,F,,Licenciatura em Física,Integral,,2023/1,,
20241ENPRO0442,,,Campus Cariacica,F,,Engenharia de Produção,Integral,,2024/1,,
20241ECON0356,,,Campus Cariacica,M,,Bacharelado em Ciências Econômicas,Noturno,,2024/1,,
20241FISIC0410,,,Campus Cariacica,M,,Licenciatura em Física,Integral,,2024/1,,
20251ECON0370,,,Campus Cariacica,M,,Bacharelado em Ciências Econômicas,Noturno,20251.ECON.1N,2025/1,,
20211ADMSU0140,,,Campus Centro-Serrano,M,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.7N,2021/1,,
20241ADMSU0355,,,Campus Centro-Serrano,M,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.3N,2024/1,,
20251ADMSU0018,,,Campus Centro-Serrano,M,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.1N,2025/1,,
20241ADMSU0096,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.3N,2024/1,,
20221ADMSU0024,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.7N,2022/1,,
20241ADMSU0126,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.3N,2024/1,,
20251ADMSU0212,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.1N,2025/1,,
20241ADMSU0274,,,Campus Centro-Serrano,M,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.3N,2024/1,,
20241ADMSU0053,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,,2024/1,,
20231ADMSU0129,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.5N,2023/1,,
20221ADMSU0202,,,Campus Centro-Serrano,F,,Bacharelado em Administração - Centro-Serrano,Noturno,20251.ADMSU.7N,2022/1,,
